NO,TYPE,PLATE_NO,OWNER NAME,ENGIN NO,SERIAL NO,TITLE CER NO,REG/ DATE,MAKE,MODEL,CAPACITY,ENG POWER HP,M/FA/ YEAR,FILE NO,REGION,CITY,WOREDA,KEBELE,P O Box,TELL,T/ S/No,DATE,DUTY,DATA,Remark,Edesate,EGED,EGED D,EGED N,BIR AMMOUNT,BANK B,Tin Number,Field1
,EXCVATOR,ሥከ-EX-2311,ETHIOPIAN ROAD ADMINSTRATION,760011,CECAP-011094,3732,19/04/15,DOOSAN,DX340LCA,1.71M*3,247HP,2017,8197/EX/02,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,09/03/15,TRANSFER,,የባንክ ቤት,01/03/96,585/96,7.500.000,WEGAGEN BANK,,
,EXCAVATOR,ሥከ-EX-51,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*26808023*,*45937*,13786,27/09/06,KOMATSU,PC300-7,1.4,242,2006,4481-EX-01,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-52,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*26807934*,*45927*,13787,27/09/06,KOMATSU,PC300-7,1.4,242,2006,4481-EX-02,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,EXCAVATOR,ሥከ-EX-53,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*26808024*,*45941*,13788,27/09/06,KOMATSU,PC300-7,1.4,242,2006,4481-EX-03,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0001,Batu Construction Share Company,8TD08054,5MD03376,113,02/12/93,Cat,140G,150,150,1991,009-GR-01,AA,AA,23,14,1783,710999,,,PAID,,,,የባንክ ቤት,12/10/94,282/94,1.094.000,ethiopia medehn derejet,,
,GRADER,ሥከ-GR-0002,Awash Construction Share Company,NH-220-26162842,31361,351,16/02/94,Komatsu,GD605R,145,145,1991,097-GR-02,AA,AA,19,47,2193,661258,,,FREE,,,,MEDHIN,17/04/95,419/95,833.000.00,ETHIOPIAN MEDHIN,,
,GRADER,ሥከ-GR-0003,Awash Construction Share Company,GD105-119241,10403,360,19/02/94,Komatsu,GD611A-1,140,140,---,097-GR-01,AA,AA,19,47,2193,661258,,,PAID,,,,MEDHIN,26/02/95,0355/95,833.2,ETHIOPIA MEDHIN,,
,GRADER,ሥከ-GR-0005,Blue Nile Construction Share Company,5734,61M6352,421,30/02/94,Cat,12G,135,135,1978,050-GR-04,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,,,,የባንክ ቤት,01/03/96,585/96,7.500.000,WEGAGEN BANK,,
,GRADER,ሥከ-GR-0006,National Engineers & Contractor Enterprise,8TD07665,3PL01129,529,23/04/94,Cat,12G,135,135,1995,032-GR-01,AA,AA,17,24,2067,621836,,,FREE,,,,MEDHEN DEREJET,26/10/94,251/94,730,ETHIOPIAN MEDHEN DEREJET,,
,GRADER,ሥከ-GR-0008,National Engineers & Contractor Enterprise,8TD07653,3PL01128,531,23/04/94,Cat,12G,135,135,1995,032-GR-03,AA,AA,17,24,2067,621836,,,FREE,,,,MEDHEN DEREJET,20/07/94,128/94,$2.330.560.,ETHIOPIAN MEDHEN DEREJET,,
,GRADER,ሥከ-GR-0009,National Engineers & Contractor Enterprise,8TD07742,3PL01137,532,23/04/94,Cat,12G,135,135,1995,032-GR-04,AA,AA,17,24,2067,621836,,,FREE,,,,MEDHEN DEREJET,20/07/94,128/94,$2.330.560.,ETHIOPIAN MEDHEN DEREJET,,
,GRADER,ሥከ-GR-0011,Norinco Lalibela Engineering & Construction Share Company,47V15696,64U08187,1864,26/01/97,Cat,120B,125,125,1985,010-GR-01,AA,AA,Kirkos,4,4690,114423000,629,9/7/1994,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0012,Norinco Lalibela Engineering & Construction Share Company,47V15798,64U08256,1865,26/01/97,Cat,120B,125,125,1985,010-GR-02,AA,AA,Kirkos,4,4690,114423000,624,9/7/1994,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0013,Norinco Lalibela Engineering & Construction Share Company,47V15698,64U08184,1866,26/01/97,Cat,120B,125,125,1982,010-GR-03,AA,AA,Kirkos,4,4690,114423000,625,9/7/1994,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0014,Norinco Lalibela Engineering & Construction Share Company,07Z01702,74V01954,1867,26/01/97,Cat,130G,135,135,1981,010-GR-04,AA,AA,Kirkos,4,4690,114423000,626,9/7/1994,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0015,Water Works Construction Enterprise,6D-125-81977,30445,659,10/08/94,Komatsu,GD623A-1,155,155,1999,026-GR-10,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0016,Water Works Construction Enterprise,6D-125-81976,30444,660,10/08/94,Komatsu,GD623A-1,155,155,1999,026-GR-09,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,የባንክ ቤት,20/04/98,1637/05,48.755.851,ኢትዮጲ ያ ንግድ ባንክ,,
,GRADER,ሥከ-GR-0017,Water Works Construction Enterprise,81976,30443,661,10/08/94,Komatsu,GD632A-1,155,155,1999,026-GR-08,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,የባንክ ቤት,20/04/98,1637/05,48.755.851,ኢትዮጲ ያ ንግድ ባንክ,,
,GRADER,ሥከ-GR-0018,Water Works Construction Enterprise,522-760142,14500407,662,10/08/94,Fiat Allis,FG-85,145,145,1986,026-GR-03,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0019,Water Works Construction Enterprise,522-758538,44Y00268,663,10/08/94,Fiat Allis,FG-85,135,135,1986,026-GR-02,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0020,Batu Construction Share Company,78P29174,74V1077,1416,13/12/95,Cat,130G,150,150,1978,009-GR-04,AA,AA,23,14,1783,710999,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0021,Batu Construction Share Company,08Z06057,72V1233,773,17/10/94,Cat,140G,200,200,1976,009-GR-03,AA,AA,23,14,1783,710999,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0022,Batu Construction Share Company,3N48625,96V01835,774,14/10/94,Cat,14G,200,200,1976,009-GR-06,AA,AA,23,14,1783,710999,,,FREE,,,,የባንክ ቤት,22/04/95,428/95,10.917.192.60,ETHIOPIA MEDEHN DEREJET,,
,GRADER,ሥከ-GR-0023,Batu Construction Share Company,08Z01538,96U04553,775,17/10/94,Cat,14G,135,135,1980,009-GR-07,AA,AA,23,14,1783,710999,,,FREE,,,,የባንክ ቤት,22/04/95,428/95,10.917.192.60,ETHIOPIA MEDEHN DEREJET,,
,GRADER,ሥከ-GR-0024,Batu Construction Share Company,3N19023,61M5981,776,17/10/94,Cat,12G,135,135,1978,009-GR-08,AA,AA,23,14,1783,710999,,,FREE,,,,የባንክ ቤት,22/04/95,428/95,10.917.192.60,ETHIOPIA MEDEHN DEREJET,,
,GRADER,ሥከ-GR-0025,Batu Construction Share Company,3N77890,61M6260,777,17/10/94,Cat,12G,148,148,1985,009-GR-09,AA,AA,23,14,1783,710999,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0026,National Engineers & Contractor Enterprise,3N74178,61M6265,824,17/11/94,Cat,12G,135,135,1978,032-GR-05,AA,AA,17,24,2067,621836,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0027,Water Works Construction Enterprise,44208020,157-408-18442,1066,15/04/95,Champion,710A,148,148,1988,026-GR-05,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,የባንክ ቤት,20/04/98,1637/05,48.755.851,ኢትዮጲ ያ ንግድ ባንክ,,
,GRADER,ሥከ-GR-0028,Agricultural Equmpent & Technical Service Share Company,37485,10008,1076,18/04/95,Komatsu,GD511A-1,135,135,---,111-GR-06,AA,AA,19,57,5575,424177,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0029,Construction works & Coffee Technology Development Enterprise,08Z38476,96U07067,1240,14/08/95,Cat,14G,200,200,1988,034-GR-01,AA,AA,Kirkos,15/16,5898,0115155920/21,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0030,Construction works & Coffee Technology Development Enterprise,08Z-37143,96U07064,1241,14/08/95,Cat,14G,200,200,1988,034-GR-02,AA,AA,Kirkos,15/16,5898,0115155920/21,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0031,Construction works & Coffee Technology Development Enterprise,08Z37232,96U07065,1242,14/08/95,Cat,14G,200,200,1988,034-GR-03,AA,AA,Kirkos,15/16,5898,0115155920/21,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0032,Water Works Construction Enterprise,46214755,X034182,1262,28/08/95,Volvo,G720,170,170,---,026-GR-11,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0033,Water Works Construction Enterprise,46215041,X034181,1263,28/08/95,Volvo,G720,170,170,---,026-GR-12,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,የባንክ ቤት,26/10/95,1225/03,11.982.203.80,ኢትዮጲ ያ ንግድ ባንክ,,
,GRADER,ሥከ-GR-0035,Adama Liue Zone,177560,4G001011,1523,19/04/96,Mitsbush,MG400,150,150,1987,242-GR-01,Oromia,Adama,Adama,15,34,112003,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0036,Construction works & Coffee Technology Development Enterprise,08Z33318,96U06707,1846,14/01/97,Cat,14G,200,200,1985,034-GR-04,AA,AA,Kirkos,15/16,5898,0115155920/21,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0037,Blue Nile Construction Share Company,08Z29339,96U06684,1910,11/02/97,Cat,14G,200,200,1985,050-GR-01,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0038,Blue Nile Construction Share Company,08Z31531,96U06780,1911,11/02/97,Cat,14G,200,200,1985,050-GR-02,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,,,,የባንክ ቤት,01/03/96,585/96,7.500.000,WEGAGEN BANK,,
,GRADER,ሥከ-GR-0039,Blue Nile Construction Share Company,08Z18349,72V06479,1912,11/02/97,Cat,140G,150,150,1982,050-GR-06,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0040,Blue Nile Construction Share Company,08Z31505,96U06778,1913,11/02/97,Cat,14G,200,200,1985,050-GR-05,AA,,N/Lafto,10/18,1182,114426332,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0041,Addis Ababa Water & Sewerage Authority,98Z30081,5FM01515,1949,20/03/97,Cat,120H,140,140,1998,350-GR-01,AA,AA,Bole,08/09,1505,116621525,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0042,Batu Construction Share Company,10Z43926,SHM02650,2279,27/11/97,Cat,140H,185,185,2004,009-GR-02,AA,AA,23,14,1783,710999,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0043,Adama Liue Zone,6D105-122367,GD010L260 * 10700*,2343,30/01/98,Komatsu,GD611-A7M,155,155,2004,242-GR-02,Oromia,Adama,Adama,15,34,112003,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0044,Norinco Lalibela Engineering & Construction Share Company,95709,23789,3210,01/06/99,Komatsu,GD705A-4,200,200,2006,010-GR-05,AA,AA,Kirkos,4,4690,114423000,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0045,Norinco Lalibela Engineering & Construction Share Company,95543,23776,3211,01/06/99,Komatsu,GD705A-4,200,200,2006,010-GR-06,AA,AA,Kirkos,4,4690,114423000,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0046,Blue Nile Construction Share Company,10Z49327,5HM03645,4142,29/05/00,Cat,140H,185,185,2007,050-GR-08,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0047,Debremarkos City Administration Office,36077846,N8AF02199,6021,06/01/02,N.Holland,F200,215,215,2009,1695-GR-01,Amhara,D/Markos,D/Markos,4,---,0587711157/0582203456,,,FREE,,,,,,,,,,
347,GRADER,ሥከ-GR-0048,Defence Construction & Engineering Enterprise.,3PD19847,ASE02247,6162,12/02/02,Cat,14H,220,220,2007,1729-GR-01,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
355,GRADER,ሥከ-GR-0049,Defence Construction & Engineering Enterprise.,6NC29581,7WJ02151,6163,12/02/02,Cat,14H,220,220,2001,1729-GR-02,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
,GRADER,ሥከ-GR-0050,Defence Construction & Engineering Enterprise.,6NC29705,7WJ02164,6164,12/02/02,Cat,14H,215,215,2001,1729-GR-03,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
351,GRADER,ሥከ-GR-0051,Defence Construction & Engineering Enterprise.,6NC29729,7WJ02163,6165,12/02/02,Cat,14H,215,215,2001,1729-GR-04,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
,GRADER,ሥከ-GR-0052,Nekemte Town Administration,10Z52660,XZH01784,6187,19/02/02,Cat,140H,185,185,2009,1817-GR-01,Oromia,Nekemte,---,---,60,576618083,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0053,Ethiopian Electric Power Corporation,30648,102659,6760,17/06/02,Komatsu,GD623A-1,155,155,2008,772-GR-01,AA,AA,Yeka,---,1233,0111550811/0116463213,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0054,Amhara Road Works Enterprise,10Z52037,XZH01568,7094,14/10/02,Cat,140H,185,185,2009,2109-GR-01,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0055,Amhara Road Works Enterprise,10Z52023,XZH01566,7095,14/10/02,Cat,140H,185,185,2009,2109-GR-02,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0056,Defence Construction & Engineering Enterprise.,10Z53144,XZH01938,7464,03/03/03,Cat,140H,185,185,2009,1729-GR-09,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
207,GRADER,ሥከ-GR-0057,Oromia Roads Construction Enterprise,10255193,40391,7561,09/04/03,Volvo,G930,201,201,1999,1871-GR-01,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,2009/2010,,,,,,,
,GRADER,ሥከ-GR-0058,Oromia Roads Construction Enterprise,10246308,40367,7562,09/04/03,Volvo,G930,201,201,1999,1871-GR-02,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0059,Oromia Roads Construction Enterprise,1025518,40373,7563,09/04/03,Volvo,G930,201,201,1999,1871-GR-03,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0060,Amhara National Region Water Works Construction Enterprise,10Z52443,XZH01780,7795,26/07/03,Cat,140H,185,185,---,1722-GR-01,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0061,Amhara National Region Water Works Construction Enterprise,10Z52655,XZH01783,7797,26/07/03,Cat,140H,185,185,---,1722-GR-02,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0062,Amhara National Region Water Works Construction Enterprise,10Z52441,XZH01729,7796,26/07/03,Cat,140H,185,185,---,1722-GR-03,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0063,Amhara National Region Water Works Construction Enterprise,26811180,11390,7806,26/07/03,Komatsu,GD655-3A,190,190,2008,1722-GR-04,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
357,GRADER,ሥከ-GR-0064,Defence Construction & Engineering Enterprise.,10Z53146,XZH01935,7920,03/09/03,Cat,140H,185,185,2009,1729-GR-05,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
,GRADER,ሥከ-GR-0065,Defence Construction & Engineering Enterprise.,10Z53153,XZH01944,7921,03/09/03,Cat,140H,185,185,2009,1729-GR-08,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
365,GRADER,ሥከ-GR-0066,Defence Construction & Engineering Enterprise.,10Z53168,XZH01945,8685,14/06/04,Cat,140H,185,185,2009,1729-GR-06,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
364,GRADER,ሥከ-GR-0067,Defence Construction & Engineering Enterprise.,10Z53145,XZH01937,8686,14/06/04,Cat,140H,185,185,2009,1729-GR-07,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
68,GRADER,ሥከ-GR-0068,Defence Construction & Engineering Enterprise.,10Z53164,XZH01936,8687,14/06/04,Cat,140H,185,185,2009,1729-GR-10,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
,GRADER,ሥከ-GR-0069,Tigray Water Works Construction Enterprise,10Z52654,Cat0140HCXZH01787,9583,24/01/05,Cat,140H,185,185,2009,2421-GR-01,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0070,Tigray Water Works Construction Enterprise,10Z52662,Cat0140HCXZH01774,9584,24/01/05,Cat,140H,185,185,2009,2421-GR-02,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0073,Menkorer Construction enterprise,11150521,vce0g940h00s03290,12000,28/12/05,VOLVO,G940,221,221,2012,2835-GR-01,AM,AM,D.MARKOS,---,---,912105560,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0076,AMHARA BUILDING WORKS CONSTRUCTION ENTERPRISE,26811179,H7Y5,690,22/03/12,KOMATUS (JAPAN),6GB41,180HP,180HP,2001,1895-GR-01,AMHARA,BAHRDAR,BAHEIR DAR,8,1792,582263283,--,,FREE,23/03/12,ስም ዝውውር,2012/2013,,,,,,,
,GRADER,ሥከ-GR-0077,AMHARA REGION URBAN DEVELOPMENT AND CONSTRUCTION,8TD10636,SHM00408,14112,11/11/06,CAT,140H,185,185,2005,1895-GR-02,AMHARA,AMHARA,BAHEIR DAR,8,1792,582263283,5HM00408,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0078,OROMIA ROADS CONSTRUCTION ENTERPRISE,*6D125-114219*,*1250*,14317,06/01/07,KOMATSU,GD663A-2,180,180,2013,1871-GR-01,AA,AA,-,-,-,0911927108/0114391709,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0079,OROMIA ROADS CONSTRUCTION ENTERPRISE,*6D125-114216*,*1249*,14318,06/01/07,KOMATSU,GD663A-2,180,180,2013,1871-GR-03,AA,AA,-,-,-,0911927108/0114391709,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0081,ETHIOPIAN ROAD CONSTRUCTION,KHX56399,CAT0140KPSZL02408,14733,25/07/07,CAT,140K,190,190,2014,4481-GR-14,AA,AA,KIRKOS,6,8812,115159735,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0082,ETHIOPIAN ROAD CONSTRUCTION,KHX56400,CAT0140KPSZL02410,14734,25/07/07,CAT,140K,190,190,2014,4481-GR-13,AA,AA,KIRKOS,6,8812,115159735,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0083,ETHIOPIAN ROAD CONSTRUCTION,KHX56397,CAT0140KJSZL02409,14735,25/07/07,CAT,140K,190,190,2014,4481-GR-15,AA,AA,KIRKOS,6,8812,115159735,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0084,ETHIOPIAN ROAD CONSTRUCTION,KHX56389,CAT0140KTSZL02406,14736,25/07/07,CAT,140K,190,190,2014,4481-GR-11,AA,AA,KIRKOS,6,8812,115159735,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0085,ETHIOPIAN ROAD CONSTRUCTION,KHX56390,CAT0140KPSZL02407,14737,25/07/07,CAT,140K,190,190,2014,4481-GR-12,AA,AA,KIRKOS,6,8812,115159735,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0086,AMHARA ROAD WORKS ENTERPRISE,C9138003974,CCN14G51181010148,14963,02/04/07,CHINA,PP14G-VI,207.7HP,207.HP,2013,2109-GR-03,AMHARA,AMHARA,BAHER DAR,-,1678,582204486,,,,03/02/15,,,,,,,,,
,GRADER,ሥከ-GR-0087,Water Works Construction Enterprise,87678282,GR15D0223146,15131,04/05/07,XCMG,GR212,214.4HP,214.4HP,2012,026-GR-03,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0088,Water Works Construction Enterprise,87477262,68V00129,15132,04/05/07,POWER PLUS,PP12G-V1,177HP,177HP,2013,026-GR-04,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0089,SHASHEMENE MANUCIPALITY,C9139004445,CCN16G91181010125,15142,05/05/07,POWER PLUS(WA),PP16G-VI,234.5,234.5,2013,4481-GR-01,OROMIA,OROMIA,OBSETO,3,1,41103755,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0090,DEFENCE CONSTRUCTION ENTERPRISE,*KHX38115*,*CAT0140KESZL00930*,15328,05/06/07,CAT,140K,190,190,2011,1729-GR-08,AA,AA,KIRKOS,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0091,DEFENCE CONSTRUCTION ENTERPRISE,*KHX35242*,*CAT0140KVSZL00758*,15329,05/06/07,CAT,140K,190,190,2011,1729-GR-09,AA,AA,KIRKOS,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0092,DEFENCE CONSTRUCTION ENTERPRISE,*KHX36064*,*CAT0140KASZL00759*,15330,05/06/07,CAT,140K,190,190,2011,1729-GR-10,AA,AA,KIRKOS,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0093,DEFENCE CONSTRUCTION & ENGINEERING ENTERPRISE.,*KHX37477*,*CAT0140KJSZL00823*,15331,05/06/07,CAT,140K,190,190,2011,1729-GR-11,AA,AA,KIRKOS,4,3414,0114422279/71/60,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0094,DEFENCE CONSTRUCTION ENTERPRISE,*KHX38117*,*CAT0140KASZL00910*,15332,05/06/07,CAT,140K,190,190,2011,1729-GR-12,AA,AA,KIRKOS,4,3434,0114422270/71,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0095,DEFENCE CONSTRUCTION ENTERPRISE,*KHX36018*,*CAT0140KCSZL00760*,15333,05/06/07,CAT,140K,190,190,2011,1729-GR-13,AA,AA,KIRKOS,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0097,AMHARA ROAD WORKS ENTERPRISE,87678279,G215D0223147,15411,20/06/07,XCMG,GR215,214,214,2012,2109-GR-04,AMHARA,AMHARA,BAHER DAR,-,1678,582204486,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0098,AMHARA ROAD WORKS ENTERPRISE,87678285,G215D0223149,15416,20/06/07,XCMG,GR215,214,214,2012,2109-GR-05,AMHARA,AMHARA,BAHER DAR,-,1678,582204486,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0101,OROMIA ROADS CONSTRUCTION ENTERPRIS,114212,KMTGD028P01001243,15556,10/07/07,KOMATSU,GD663A-2,155,115,2013,1871-GR-06,AA,AA,---,--,---,0911927108/0114391709,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0102,OROMIA ROADS CONSTRUCTION ENTERPRIS,114220,KMTGD028A011001251,15557,10/07/07,KOMATSU,GD663A-2,180,180,2013,1871-GR-05,AA,AA,---,--,---,0911927108/0114391709,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0103,ADOLA WOYU MAZEGAJA BET,KHX59551,CAT0140KHSZL02711,16082,01/11/07,CAT,140K,---,---,2014,5131-GR-01,OROMIYA,OROMIYA,ADOLA WOYU,1,5,463350051,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0104,Menkorer Construction enterprise,KHX59583,CAT0140KASZL02818,16643,01/03/08,CAT,140K,190,190,2014,2835-GR-03,AM,AM,D.MARKOS,---,---,912105560,,,FREE,02/04/15,,,,,,,,,
,GRADER,ሥከ-GR-0105,Ethiopian Institute Of Agricaltural,60293664,VLG9190KF0600113,17232,07/06/08,SDLG,G9190,195,195,2015,5551-GR-01,AA,AA,Bole,12/13,2001,116463463,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0106,Tigray Water Works Construction Enterprise,C9139004443,CCN16G91181010126,18211,05/11/08,POWER PLUS,PP16G-Vi,240,240,2013,2421-GR-08,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0107,Tigray Water Works Construction Enterprise,C9138003981,CCN16G91181010120,18212,05/11/08,POWER PLUS,PP16G-Vi,240,240,2013,2421-GR-09,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0108,Tigray Water Works Construction Enterprise,C9138003983,CCN16G91181010117,18213,05/11/08,POWER PLUS,PP16G-Vi,240,240,2013,2421-GR-07,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0109,Tigray Water Works Construction Enterprise,RG6090G004434,1DW770GXJBC638546,18214,05/11/08,JOHN DEERE,770G,170,170,2011,2421-GR-06,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0110,Tigray Water Works Construction Enterprise,RG6090G004313,1DW770GXVBC638386,18215,05/11/08,POWER PLUS,PP16G-Vi,240,240,2015,2421-GR-05,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0111,Tigray Water Works Construction Enterprise,C9138003976,CCN16G91181010121,18216,05/11/08,POWER PLUS,PP16G-Vi,240,240,2012,2421-GR-04,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0113,Tigray Water Works Construction Enterprise,C9138004439,CCN16G91181010129,18217,05/11/08,POWER PLUS,PP16G-Vi,240,240,2012,2421-GR-03,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,GRADER,ሥከ-GR-0114,Defence Construction & Engineering Enterprise.,TX702456,CAT014KVSZL03689,18441,16/12/08,Cat,140K,190,190,2016,1729-GR-12,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
,GRADER,ሥከ-GR-0115,Defence Construction & Engineering Enterprise.,TX702092,CAT0140KESZL03584,18442,16/12/08,Cat,140K,190,190,2016,1729-GR-11,AA,AA,Kirkos,4,3414,0114422270/71/60,,,FREE,,,,,,,,,,
